name,retail_price,shortDescription,longDescription,brandName,thumbnailImage,mediumImage,largeImage,color,tag
"Organic Rainbow Kale, 1 lb Bag",4.76,"Organic Rainbow Kale, 1 lb Bag",Rainbow Kale Organic Satisfaction Guaranteed For more information call 1-877-505-2267 or visit Walmart.com/help,Fresh Produce,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Grape Tomato, 10 oz Package",2.5,"Vine Ripened Tomatoes are picked at peak freshness and specially bred for deep red color, intense flavor, and higher lycopene content than standard tomatoes. There is nothing better for your burger, sandwich or salad, anyway you slice it. Be sure to add thsi fresh produce item to your Walmart basket today!","Slicing Tomato, 1 lb Pack: Wholesome, versatile, and delicious Sweet, juicy flavor in each bite Ideal ingredient for a variety of dishes Perfect for salads, burgers, gourmet sandwiches, and more Add to party trays or school lunches Bred to have higher lycopene than standard tomatoes A good source of vitamin C, K, potassium and folate",Fresh Produce,,,,,produce
"Mini Sweet Peppers, 1 Lb.",5.58,"Mini Sweet Peppers, 1 Lb.",Sweet Mini Peppers 1 Lb Bag,Fresh Produce,https://i5.walmartimages.com/asr/9b58bb0b-45af-4cc6-801c-4edb83a0135b.86bab5c4640834992e8e533e59d30d15.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/9b58bb0b-45af-4cc6-801c-4edb83a0135b.86bab5c4640834992e8e533e59d30d15.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/9b58bb0b-45af-4cc6-801c-4edb83a0135b.86bab5c4640834992e8e533e59d30d15.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Earthbound Farm Organic Power Greens 16oz Tray,4.98,"In 1984, on a 2 ½ acres in California’s verdant Carmel Valley, our founders started Earthbound Farm. Rooted on that tiny farm, our commitment to organic has grown stronger every year. Thank you for choosing organic!","Organic Salad Organic Lettuce Blend Sping Mix plus fresh parsley, dill and cilantro for a burst of herbal flavor.",Earthbound Farm,https://i5.walmartimages.com/asr/1728d65a-77c6-4e54-9741-499c640b48b3.b8d9242c73044b962402e8bcb2f1e069.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/1728d65a-77c6-4e54-9741-499c640b48b3.b8d9242c73044b962402e8bcb2f1e069.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/1728d65a-77c6-4e54-9741-499c640b48b3.b8d9242c73044b962402e8bcb2f1e069.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Red Leaf Lettuce Singles, 8 Oz.",2.97,"Red Leaf Lettuce Singles, 8 Oz.",Red Leaf Lettuce Singles 7 Oz,Unbranded,,,,,produce
Chop Wht Onion,2.72,short description is not available,Chop Wht Onion,Fresh Produce,,,,,produce
"Manns Packing Manns Broccoli Wokly, 32 oz",5.98,"Broccoli Wokly, Family Size 32 oz (907 g) Broccoli florettes. Fresh vegetables made easy. Preservative free. Washed and ready to eat. 10 Servings. For a healthy active lifestyle - High in Vitamin C. Good source of folate. Fresh Ideas: Microwave or steam and add to your favorite pasta dish. Add to omelettes or scrambled eggs. Add bacon bits, onion and nuts with your favorite sweet dressing. Keep refrigerated. Steam: Fill pan with approximately 1 inch of water. Bring to a boil. Take vegetables out of bag. Rinsing them isn't necessary. Add vegetables to pan and cover. Steam until tender, yet crisp 3 - 4 minutes. 32 oz (907 g) Salinas, CA 93902 800-285-1002","Broccoli Wokly, Family Size Broccoli florettes. Fresh vegetables made easy. Preservative free. Washed and ready to eat. 10 Servings. For a healthy active lifestyle - High in Vitamin C. Good source of folate. Fresh Ideas: Microwave or steam and add to your favorite pasta dish. Add to omelettes or scrambled eggs. Add bacon bits, onion and nuts with your favorite sweet dressing.",Mann's,https://i5.walmartimages.com/asr/4ec90559-037e-4820-81fd-78db09b55b44_1.fd366244274e22d3da85ea05ad19f713.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/4ec90559-037e-4820-81fd-78db09b55b44_1.fd366244274e22d3da85ea05ad19f713.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/4ec90559-037e-4820-81fd-78db09b55b44_1.fd366244274e22d3da85ea05ad19f713.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fresh Calabaza Squash, whole by weight",0.98,"Our fresh Calabaza Squash is the perfect veggie to balance out any meal. Also known as Zapallo and Cuban Squash, this winter squash is slightly sweet with a soft but firm texture. It may be used in recipes much like you would use pumpkin, and it is extremely popular in Filipino cuisine. Try using it to make a tasty soup that will warm and comfort you on a cold day. You can use it to make Ginisang Kalabasa at Baguio Beans which translates to Sauteed Squash and Green Beans. Discover all the delicious ways to prepare this tasty and nutritious vegetable. With our fresh Calabaza Squash, you know you're getting the bounty of nature's goodness.","Calabaza Squash, pound: Extremely versatile vegetable Use in recipes instead of pumpkin Perfect ingredient for traditional Filipino cuisine Try them roasted as a delicious side dish Good source of vitamins Explore delicious new recipes",FIELDPACK UNBRANDED,https://i5.walmartimages.com/asr/0e165656-a474-4564-95c0-59c51c754aad.530d72b0cd2fffe04f5dc53ace6da001.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/0e165656-a474-4564-95c0-59c51c754aad.530d72b0cd2fffe04f5dc53ace6da001.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/0e165656-a474-4564-95c0-59c51c754aad.530d72b0cd2fffe04f5dc53ace6da001.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,Silver,produce
"Lechuga Del Pais, Each",1.97,"Introducing Lechuga Del Pais, a premium quality local lettuce for all your culinary needs. Each carefully selected head boasts crisp, fresh leaves that are packed with nutrients and flavor. Ideal for salads, wraps, sandwiches, or any dish that requires a touch of green, Lechuga Del Pais provides a delicious and healthy option for your meals. Experience the exceptional taste and freshness of locally sourced lettuce that supports sustainable agriculture and elevates your dishes. Choose Lechuga Del Pais today!","Lechuga Del Pais Introducing Lechuga Del Pais, a premium quality local lettuce for all your culinary needs. Each carefully selected head boasts crisp, fresh leaves that are packed with nutrients and flavor. Ideal for salads, wraps, sandwiches, or any dish that requires a touch of green, Lechuga Del Pais provides a delicious and healthy option for your meals. Experience the exceptional taste and freshness of locally sourced lettuce that supports sustainable agriculture and elevates your dishes. Choose Lechuga Del Pais today!",Fresh Produce,https://i5.walmartimages.com/asr/38b8728a-ab3e-42d3-970b-ec5e9f86fb4e.28c7c3b06b2b32e7cc349fbc13d9fdb7.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/38b8728a-ab3e-42d3-970b-ec5e9f86fb4e.28c7c3b06b2b32e7cc349fbc13d9fdb7.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/38b8728a-ab3e-42d3-970b-ec5e9f86fb4e.28c7c3b06b2b32e7cc349fbc13d9fdb7.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Onions Boiler Gold,2.98,short description is not available,Onions Boiler Gold,,,,,,produce
Cocktail Tomatoes,2.98,short description is not available,Cocktail Tomatoes,PRODUCE UNBRANDED,,,,,produce
"Fresh SHALLOTS, pound",7.97,"These Fresh Shallots will add a distinct flavor to your favorite dishes. Sautee them to achieve a subtle sweetness or add them to soups, stews and roasts for a hearty, savory taste. When peeled, these red shallots separate into cloves like garlic. They also taste delicious sliced, diced and added raw to hamburger meat before grilling outdoors. The aroma is enticing and appetizing. To maintain freshness, store them at room temperature in cool, dry location in your kitchen or pantry. Stock up on several packets for everyday meal planning and entertaining guests","Shallots, 3 ounces When selecting shallots, they should have a firm texture and be blemish free Looks more like garlic than an onion",Unbranded,https://i5.walmartimages.com/asr/a398930b-871b-454c-ab30-7c679c490397.9808780acd085c0d759415a8c19aecec.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/a398930b-871b-454c-ab30-7c679c490397.9808780acd085c0d759415a8c19aecec.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/a398930b-871b-454c-ab30-7c679c490397.9808780acd085c0d759415a8c19aecec.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,Red,produce
Acelga Roja,1.87,Acelga Roja,Acelga Roja,Unbranded,,,,,produce
"Mini Sweet Peppers, 1 Lb.",2.88,"Mini Sweet Peppers, 1 Lb.",Sweet Mini Peppers 1 Lb Bag,Fresh Produce,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fresh Organic Roma Tomato, 1 lb Bag",2.46,"Create something wholesome and delicious with Fresh Organic Roma Tomatoes. These ripe tomatoes are the ideal ingredient for a variety of tasty dishes. Use them to make a zesty Roma tomato sauce for a pasta dish, try using them to make a Roma tomato bruschetta, or simply enjoy them on their own as a nutritious snack. They would make a comforting and appetizing tomato soup and a flavorful salsa. You could also serve them at your next party alongside your favorite vegetable dipping sauce or add them to your famous guacamole recipe. However you choose to use them, these tomatoes will add flavor and taste to any meal. Elevate your recipes with Organic Roma Tomatoes.","Organic Roma Tomatoes: Wholesome, versatile, and delicious Ideal ingredient for a variety of dishes Make a zesty tomato sauce to go along with your favorite pasta Enjoy on their own as a nutritious snack Make a flavorful salsa or add some pop to your guacamole Always Fresh",Fresh Produce,https://i5.walmartimages.com/asr/e5cd9099-5b09-4cec-bf7b-2d63171f2a34.5f61dc1fc2b1fa276fbdc2e1158994a3.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/e5cd9099-5b09-4cec-bf7b-2d63171f2a34.5f61dc1fc2b1fa276fbdc2e1158994a3.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/e5cd9099-5b09-4cec-bf7b-2d63171f2a34.5f61dc1fc2b1fa276fbdc2e1158994a3.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fresh Cut Poultry Mix, Herb Blend, 0.75 oz",1.98,Poultry Mix,Herb Blend 0.75 Ounce Satisfaction guaranteed. For more information call 1-877-505-2267 or visit Walmart.com/help,Fresh Produce,https://i5.walmartimages.com/asr/bda6b2e6-a623-4f55-bc44-cd1f7587b711.9b0337672afe2ad52dccf72ff8e3cd6c.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/bda6b2e6-a623-4f55-bc44-cd1f7587b711.9b0337672afe2ad52dccf72ff8e3cd6c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/bda6b2e6-a623-4f55-bc44-cd1f7587b711.9b0337672afe2ad52dccf72ff8e3cd6c.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,spices_extracts
Vivafresh Florece Pint Grape Tomato Wedge,2.98,short description is not available,Vivafresh Florece Pint Grape Tomato Wedge,Vivafresh,,,,,produce
"Anya Potatoes, 1.1 Lb.",1.97,"Anya Potatoes, 1.1 Lb.",Anya Potatoes 1.1 Lb Bag,Fresh Produce,,,,,produce
Sweet Potato 2 Lbs,6.96,short description is not available,Sweet Potato 2 Lbs,Fresh Produce,,,,,produce
Produce Unbranded Organic Roma Tomato,5.48,short description is not available,Produce Unbranded Organic Roma Tomato,,,,,,produce
"Sierra Rose Potatoes, 5 Lb.",3.97,"Sierra Rose Potatoes, 5 Lb.",Sierra Rose Potatoes 5 Lb Bag,Fresh Produce,,,,,produce
Butternut Squash,1.18,short description is not available,Butternut Squash,PRODUCE UNBRANDED,https://i5.walmartimages.com/asr/1aba52b1-fe49-4a42-9c40-46343599055c.22d3b024f67049ab25bc7ef990fdf1f4.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/1aba52b1-fe49-4a42-9c40-46343599055c.22d3b024f67049ab25bc7ef990fdf1f4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/1aba52b1-fe49-4a42-9c40-46343599055c.22d3b024f67049ab25bc7ef990fdf1f4.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Organic Slicer Tomato,2.5,short description is not available,Organic Slicer Tomato,Fresh Produce,,,,,produce
"Red Potatoes, 20 Lb.",6.42,"Red Potatoes, 20 Lb.",Red Potatoes 20 Lb Bag,Fresh Produce,,,,,produce
"Fresh Whole Cocktail Tomato, 1 lb Package",2.98,"Holding the ideal balance of sweetness and acidity, it's easy to see why Fresh Whole Cocktail Tomatoes are called the tomato lover's tomato. Cocktail tomatoes are small, making them an ideal choice for appetizers to pair with your everyday meals and for when you're entertaining guests. You can combine these tasty little tomatoes with fresh mozzarella and basil drizzled with olive oil or slice them up and add them to a freshly tossed salad. If you're feeling something classic, you can always cut one up to add that fresh tomato taste to a sandwich or dice up a few to make a delightful pizza topping. Be sure to add Fresh Whole Cocktail Tomatoes to your inventory of ingredients today.","Fresh Whole Cocktail Tomato, 1 lb Package The tomato lover's tomato Small size is great for salads and appetizers Ideal ingredient for a variety of dishes Greenhouse-grown and vine-ripened Pesticide and herbicide free 16-ounce package of cocktail tomatoes",Fresh Produce,https://i5.walmartimages.com/asr/e9cd5b61-4764-440a-824f-27c48ab73adb.9d45497f656a74cee90bea61ec675494.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/e9cd5b61-4764-440a-824f-27c48ab73adb.9d45497f656a74cee90bea61ec675494.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/e9cd5b61-4764-440a-824f-27c48ab73adb.9d45497f656a74cee90bea61ec675494.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Slicing Tomato, 1 lb Pack",3.98,"Vine Ripened Tomatoes are picked at peak freshness and specially bred for deep red color, intense flavor, and higher lycopene content than standard tomatoes. There is nothing better for your burger, sandwich or salad, anyway you slice it. Be sure to add thsi fresh produce item to your Walmart basket today!","Slicing Tomato, 1 lb Pack: Wholesome, versatile, and delicious Sweet, juicy flavor in each bite Ideal ingredient for a variety of dishes Perfect for salads, burgers, gourmet sandwiches, and more Add to party trays or school lunches Bred to have higher lycopene than standard tomatoes A good source of vitamin C, K, potassium and folate",Fresh Produce,,,,,produce
"Fresh Whole Carrots, 3 lb Bag",3.87,"Introducing Bunny-Luv 48 oz Cello Carrots, the perfect embodiment of whole and fresh produce. These vibrant and naturally sweet carrots are carefully cultivated and harvested to preserve their optimal taste and texture. Bursting with essential nutrients, these whole carrots offer a delightful crunch and are versatile for snacking, juicing, or adding a vibrant touch to your culinary creations. Elevate your meals with the goodness of Bunny-Luv 48 oz Cello Carrots and experience the true essence of fresh produce.","No Preservatives Produce of U.S.A All-natural 48 oz (3lb) Cello Carrot, Fresh & Crunchy, Non-GMO, No Preservatives, Excellent source of Vitamin A, Cholesterol free and low in calories",ATV Farms,https://i5.walmartimages.com/asr/fe9c15aa-9640-4bd2-90b3-9c55886b4897.7bf8f0e6ca89be04c7aa3ede55390bd2.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/fe9c15aa-9640-4bd2-90b3-9c55886b4897.7bf8f0e6ca89be04c7aa3ede55390bd2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/fe9c15aa-9640-4bd2-90b3-9c55886b4897.7bf8f0e6ca89be04c7aa3ede55390bd2.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Family Farms Bean Medley, 10 Oz.",5.98,"Bean Medley, Snipped, Organic, Bag 10 OZ Green beans & yellow beans. New! Healthy side dish! Make it in 5 min or less! Washed & ready to use. USDA organic. Microwavable bag. Sustainable farming since 1908. www.PeroFamilyFarms.com. Certified organic by CCOF. Produce of USA. Perishable. Keep refrigerated. 10 oz (283 g) Delray Beach, FL 33446 2015 Pero Family Farms Food Company, LLC",Pero Organic Snipped Bean Medley,Pero,https://i5.walmartimages.com/asr/e9538ec2-d0da-4a03-b90e-ccc1eb3004ee.659b678a04087bccc9799c22d8e71fa8.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/e9538ec2-d0da-4a03-b90e-ccc1eb3004ee.659b678a04087bccc9799c22d8e71fa8.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/e9538ec2-d0da-4a03-b90e-ccc1eb3004ee.659b678a04087bccc9799c22d8e71fa8.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Earthbound Farm Organic Baby Spinach Spring Mix, 5 Oz.",2.17,"In 1984, on 2½-acres in California's verdant Carmel Valley, Drew & Myra Goodman started Earthbound Farm. Rooted on that tiny farm, our commitment to organic has grown stronger every year. Thank you for choosing organic!","Earthbound Farm Organic Baby Spinach Spring Mix.Since 1984.A Balanced Salad Base.Triple-Washed.USDA Organic.Net Wt 5 OZ (142g).In1984, on 2 1/2-acres in California's verdant Carmel Valley, Drew & Myra Goodman started Earthbound Farm.Rooted on that tiny farm, our commitment to organic has grown stronger every year.Grown without GMOs.Perishable.The ingredients in each package may vary.Certified Organic by CCOF.www.ccof.org.how2recycle.info.Especially happy with this salad?Not quite?Get in touch: 800-690-3200.earthboundfarm.com.©2016.",Earthbound Farm,https://i5.walmartimages.com/asr/c7c8c180-9c9e-474b-82cf-e63ea6385a8f.14e6f22e4b581a65156a94c8fa948097.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/c7c8c180-9c9e-474b-82cf-e63ea6385a8f.14e6f22e4b581a65156a94c8fa948097.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/c7c8c180-9c9e-474b-82cf-e63ea6385a8f.14e6f22e4b581a65156a94c8fa948097.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fewel Farms Wee Be Little Pumpkins, 1 Each",2.98,"Fewel Farms Wee Be Little Pumpkins, 1 Each",Bagged Wee Be Little Pumpkins,Fresh Produce,,,,,produce
"Bailey Farms Bailey Farms Bell Peppers, 12 oz",2.88,"Bell Peppers, Baby, BellaFina 12 oz (340 g) 150% daily value of vitamin C per serving. Deliciously sweet. A colorful addition to any dish. BellaFina peppers are small in stature but their sweet flavor and crunchy texture are every bit as delicious as traditional bell peppers. Serve raw or cooked, hot or cold, sweet BellaFina peppers are delicious as an appetizer or main dish. A more affordable way to serve a range of colors compared to standard size colored bell peppers. No waste - two BellaFina peppers are the perfect portion size for one serving. BellaFina peppers are an excellent source of vitamin C. Twitter. Facebook. Instagram. Pinterest. A passion for peppers! For recipes please visit: www.baileyfarmsinc.com. Produce of USA. Wash before use. 12 oz (340 g) Tryon, NC 28782","Bell Peppers, Baby Grown without GMOs. Passion for peppers. The perfect portion pepper! Deliciously sweet. A colorful addition to any dish! Sweet, crunchy, delicious and just the right size. www.baileyfarmsinc.com. Facebook. Twitter. Pinterest. Produce of USA.",Bailey Farms,https://i5.walmartimages.com/asr/6824e190-9b85-41ca-b7ff-74547307a9d0.b87c90b102a4f9d54136bcbbca6cbe0e.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/6824e190-9b85-41ca-b7ff-74547307a9d0.b87c90b102a4f9d54136bcbbca6cbe0e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/6824e190-9b85-41ca-b7ff-74547307a9d0.b87c90b102a4f9d54136bcbbca6cbe0e.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Chipper Potatoes, 3 Lb.",3.0,"Chipper Potatoes, 3 Lb.",Chipper Potatoes 3 Lb Bag,PRODUCE UNBRANDED,,,,,produce
"Fresh and Vibrant Sweet Baby Broccoli, 1 Bunch",2.27,Fresh and Vibrant Sweet Baby Broccoli,1 Bunch Baby Broccoli Satisfaction guaranteed. For more information call 1-877-505-2267 or visit Walmart.com/help,Fresh Produce,https://i5.walmartimages.com/asr/bf141ade-31b7-44f0-80e4-a5055b3e2478.a837cb794d4d023fb6022f03850e01e3.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/bf141ade-31b7-44f0-80e4-a5055b3e2478.a837cb794d4d023fb6022f03850e01e3.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/bf141ade-31b7-44f0-80e4-a5055b3e2478.a837cb794d4d023fb6022f03850e01e3.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
Marketside Organic Spring Mix 16oz,4.98,short description is not available,Marketside Organic Spring Mix 16oz,Marketside,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/1935136a-1e17-4b5f-8d6a-b362a07e7163.03d5778a809fbcaa05e17582053f6cf0.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Dole Shredded Lettuce Family Sized, 16 Oz.",2.97,16oz value size.Dole®.Shredded lettuce.,"Dole Family-Sized Shredded Lettuce.Thoroughly washed.Preservative free.All natural.Iceberg.Salad guide.Taste - sweet & subtle - complex & robust - zesty & bold.Texture - tender - crisp - crunchy.Pairs well with curry yogurt dressing, diced granny smith apples, fresh parsley, shredded coconut and golden raisins.See dressing recipe on back.The simple flavor of iceberg can enhance almost any dish.Use shredded iceberg to add a cool note to spicy or hot ethnic dishes: Latin, Asian, Greek and more.This convenient topper is a must-have for tacos - try it on burgers, sandwiches, and wraps, too.Questions?Comments?Visit dole.com/salads or call us at 1-800-356-3111.Satisfaction guaranteed.©2012 Dole Fresh Vegetables, Inc.This product is kosher certified when the kosher symbol appears on the front by the date code.",Dole,https://i5.walmartimages.com/asr/8f8ecda8-2285-4f3a-9852-b0654cb7dd53.a39bbe1c04ffb9ae15f4c03cbb5e6d16.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/8f8ecda8-2285-4f3a-9852-b0654cb7dd53.a39bbe1c04ffb9ae15f4c03cbb5e6d16.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/8f8ecda8-2285-4f3a-9852-b0654cb7dd53.a39bbe1c04ffb9ae15f4c03cbb5e6d16.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Earthbound Farm Organic Bright Herb, 5 Oz.",3.98,"In 1984, on 2½-acres in California's verdant Carmel Valley, Drew & Myra Goodman started Earthbound Farm. Rooted on that tiny farm, our commitment to organic has grown stronger every year. Thank you for choosing organic!","Earthbound Farm Organic Bright Herb.Earthbound Farm® Organic Bright Herb.Since 1984.Spring Mix With An Accent Of Fresh Herbs.Garden-Fresh Flavor.A Deliciously Simple Salad.Triple-Washed.USDA Organic.Net Wt 5 OZ (142 g).In 1984, on 2 1/2-acres in California's verdant Carmel Valley, Drew & Myra Goodman started Earthbound Farm.Rooted on that tiny farm, our commitment to organic has grown stronger every year.Thank you for choosing organic!Perishable.Grown without GMOs.Certified Organic by CCOF.www.ccof.org.The ingredients in each package may vary.how2recycle.info.Especially happy with this salad?Not quite?Get in touch: Call 800-690-3200 or www.earthboundfarm.com.©2016 Earthbound Farm, LLC.",Earthbound Farm,https://i5.walmartimages.com/asr/9e1eeb88-bec5-46bb-bc5f-e16518032067.75c5a2a1cdb6d7755043051191c9f871.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/9e1eeb88-bec5-46bb-bc5f-e16518032067.75c5a2a1cdb6d7755043051191c9f871.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/9e1eeb88-bec5-46bb-bc5f-e16518032067.75c5a2a1cdb6d7755043051191c9f871.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Salad Spin Saute, 12 Oz.",2.48,"Salad Spin Saute, 12 Oz.",Salad Spin Saute,Fresh Produce,,,,,frozen
"Fresh Slicing Tomato, Each",0.01,"Slicing Tomatoes are the leader when it comes to big, yummy, fresh tomatoes. The large size, juicy tomato taste and meaty texture make these tomatoes the perfect choice for slicing up and topping your favorite burger and sandwiches. Use them to make a hearty grilled cheese and tomato sandwich that's bursting with flavor. Slice some up and pair with fresh mozzarella, basil, and balsamic vinegar for a delicious appetizer. You can even enjoy a slice topped with a sprinkle of salt and pepper for a fresh, healthy snack. Add Slicing Tomatoes to your fresh produce basket today for a delicious juicy addition.","Slicing Tomatoes, Each: Wholesome, versatile, and delicious Large size with a juicy, delicious flavor Meaty texture makes them perfect for slicing Enjoy on burgers, sandwiches and more Enjoy on its own seasoned with salt and pepper as a heathy snack Create a mouthwatering salad or appetizer",Fresh Produce,https://i5.walmartimages.com/asr/596ed5a2-6558-42d6-9a5b-c318bc9f4ae2.4927131d05c00312cf51744e17e11473.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,https://i5.walmartimages.com/asr/596ed5a2-6558-42d6-9a5b-c318bc9f4ae2.4927131d05c00312cf51744e17e11473.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,https://i5.walmartimages.com/asr/596ed5a2-6558-42d6-9a5b-c318bc9f4ae2.4927131d05c00312cf51744e17e11473.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,,produce
"Fresh Frozen, Inc Ff Breaded Green Tomatoes",1.86,short description is not available,"Fresh Frozen, Inc Ff Breaded Green Tomatoes",Fresh Frozen,,,,,frozen
